х1,х2,х3,х4,х5,х6,х7,х8,У
6.4,36.81,2.5,7.5,0.56,7.67,7.14,0.18,0
7.24,36.47,3.25,7.36,0.56,7.83,7.5,0.18,1
6.88,36.62,2.89,7.5,0.54,9.06,7.1,0.18,0
7.25,36.47,0.46,7.48,0.62,7.14,7.05,0.17,0
7.42,36.4,1.28,7.49,0.55,9.05,7.44,0.17,0
6.71,36.68,4.03,7.48,0.61,8.64,7.3,0.18,0
7.43,36.4,2.75,7.54,0.55,8.61,6.97,0.17,0
6.73,36.68,4.29,7.47,0.56,7.92,7.08,0.18,0
6.93,36.59,3.66,7.42,0.5,9,7.11,0.17,0
6.76,36.66,3.25,7.57,0.51,7.26,7.07,0.18,0
6.95,36.59,2.4,7.45,0.52,8.21,7.07,0.18,0
7.07,36.54,1.83,7.5,0.6,7.74,7.2,0.17,0
7.01,36.56,3.52,7.51,0.59,9.32,7.22,0.18,0
6.7,36.69,3.24,7.51,0.57,8.14,7.24,0.17,0
6.47,36.78,0.27,7.58,0.63,8.16,7.34,0.16,0
7.02,36.56,0.59,7.61,0.6,7.52,7.05,0.17,0
6.5,36.77,3.57,7.3,0.6,9.02,7.67,0.18,1
6.64,36.71,4.36,7.47,0.56,8.15,6.98,0.18,0
6.78,36.66,4.82,7.39,0.63,8.67,7.21,0.18,0
7.47,36.38,3.59,7.64,0.5,8.74,7.11,0.18,0
7.89,36.21,0.12,7.57,0.59,9.04,6.97,0.17,1
6.9,36.61,0.23,7.5,0.54,8.03,6.98,0.17,0
6.12,36.92,1,7.5,0.56,9.76,7.4,0.18,1
6.28,36.86,4.05,7.64,0.64,8.67,7.06,0.18,0
7.65,36.31,4.86,7.74,0.57,7.47,7.01,0.18,1
6.39,36.81,5.18,7.52,0.59,7.9,7.03,0.18,0
6.95,36.59,3.75,7.51,0.59,9.61,7.32,0.18,0
6.89,36.61,4.07,7.39,0.57,9.18,6.92,0.19,1
7.06,36.54,1.7,7.38,0.57,8.88,7.51,0.17,1
6.87,36.62,0.3,7.46,0.62,8.07,7.32,0.17,0
6.82,36.64,0.12,7.5,0.54,9.06,7.3,0.17,0
7.03,36.56,1.58,7.5,0.58,8.55,7.06,0.18,0
6.97,36.58,0.82,7.54,0.62,8.84,7.2,0.17,0
6.57,36.74,3.4,7.51,0.58,8.58,7.42,0.18,0
7.42,36.4,1.69,7.46,0.6,8.65,6.76,0.17,0
7.12,36.52,1.32,7.42,0.55,8.79,6.96,0.17,0
6.9,36.61,1.82,7.43,0.57,8.54,7.13,0.18,0
7.5,36.37,1.53,7.62,0.59,8.01,7.16,0.17,0
6.52,36.76,1.57,7.6,0.56,8.17,6.85,0.18,0
7.03,36.56,2.69,7.54,0.56,7.58,6.85,0.18,0
7.19,36.49,2.94,7.5,0.54,8.32,7.06,0.18,0
7.02,36.56,2.79,7.42,0.54,7.85,6.98,0.17,0
7.02,36.56,4,7.52,0.62,8.5,7.23,0.18,0
6.34,36.83,3.25,7.48,0.57,7.85,6.91,0.18,0
7.51,36.37,0.33,7.46,0.61,9.26,7.4,0.17,0
6.65,36.71,4.18,7.51,0.6,8.85,7.4,0.18,0
6.98,36.58,3.59,7.4,0.58,8.98,7.18,0.18,0
7.19,36.49,2.36,7.5,0.6,9,7.53,0.17,1
6.66,36.71,2.81,7.44,0.58,7.9,7.27,0.18,0
6.9,36.61,1.01,7.54,0.59,8.99,7.78,0.17,1
6.43,36.8,0.83,7.49,0.57,8.12,7.12,0.17,0
7.32,36.44,1.77,7.45,0.6,8.65,7.28,0.17,0
6.74,36.67,2.09,7.48,0.58,9.62,7.4,0.18,0
7.55,36.35,2.37,7.51,0.5,8.04,7.01,0.18,0
6.86,36.63,3.04,7.39,0.54,8.79,7.13,0.18,0
6.78,36.66,2.03,7.45,0.59,8.9,7.43,0.17,0
6.68,36.7,3.18,7.7,0.62,9.38,7.31,0.17,0
7.34,36.43,2.23,7.51,0.51,7.67,7.15,0.17,0
6.85,36.63,1.09,7.38,0.58,10.05,7.44,0.17,0
7.02,36.56,1.58,7.47,0.56,9.15,7.11,0.17,0
6.93,36.59,5.35,7.43,0.57,8.32,7.18,0.18,0
6.96,36.59,3.33,7.55,0.59,8.83,7.17,0.18,0
6.38,36.82,3.49,7.54,0.6,8.93,6.92,0.18,0
6.71,36.69,2.91,7.45,0.61,8.62,7.45,0.18,1
6.29,36.85,3.31,7.61,0.57,8.9,7.46,0.18,1
6.63,36.72,3.47,7.47,0.58,8.78,7.16,0.18,0
6.71,36.69,3.68,7.64,0.61,7.44,7.23,0.17,0
7.55,36.35,2.98,7.55,0.59,9.12,7.31,0.17,0
6.96,36.58,1,7.52,0.65,8.52,7.38,0.17,1
6.33,36.84,4.99,7.49,0.6,8.1,7.34,0.18,0
7,36.57,1.82,7.47,0.56,8.2,6.82,0.17,0
6.75,36.67,5.24,7.61,0.57,7.51,7.35,0.18,0
7.26,36.47,1.47,7.45,0.62,9.55,7.29,0.17,0
6.51,36.77,2.3,7.47,0.55,8.8,7.16,0.18,0
6.55,36.75,2.81,7.5,0.55,7.38,7.16,0.18,0
6.08,36.94,4.25,7.58,0.58,8.17,7.08,0.18,1
6.81,36.64,3.61,7.55,0.54,9.72,7.66,0.18,1
6.96,36.58,3.16,7.57,0.55,8.46,7.13,0.18,0
7.31,36.45,2.29,7.47,0.62,8.84,7.46,0.17,1
6.5,36.77,3.74,7.48,0.53,9.41,7.11,0.17,0
7.43,36.4,1.42,7.53,0.57,8.36,7.43,0.18,0
7.19,36.49,5.28,7.54,0.55,7.81,7.16,0.18,0
6.87,36.62,2.34,7.48,0.59,8.88,7.53,0.18,1
6.75,36.67,3.11,7.58,0.57,7.92,7.13,0.17,0
6.66,36.7,3.21,7.41,0.57,7.95,7.14,0.18,0
6.24,36.87,3.05,7.49,0.56,7.69,7.1,0.18,0
7.24,36.47,2.09,7.47,0.63,7.55,7.27,0.18,0
6.85,36.63,3.29,7.49,0.55,8.66,7.09,0.18,0
7.47,36.38,4.25,7.43,0.63,8.67,7.46,0.18,1
7.3,36.45,1.76,7.49,0.56,7.69,7.06,0.17,0
6.97,36.58,2.31,7.61,0.52,8.11,7.11,0.17,0
7.86,36.23,1.62,7.51,0.61,8.45,7.01,0.16,1
7.03,36.56,4.37,7.48,0.56,8.69,7.15,0.18,0
7.12,36.52,1.95,7.43,0.57,8.95,7.14,0.17,0
6.85,36.63,2.62,7.61,0.53,8.71,7.32,0.17,0
6.43,36.8,0.83,7.38,0.59,8.84,7.26,0.17,0
7.27,36.46,2.61,7.48,0.6,7.43,7.43,0.18,0
7.23,36.48,2.5,7.61,0.56,7.91,6.91,0.17,0
6.38,36.82,1.98,7.5,0.6,8.5,7.08,0.17,0
7.75,36.27,1.33,7.54,0.64,9.13,7.33,0.17,0
6.91,36.61,0.68,7.58,0.58,8.29,7.14,0.17,0
7.97,36.18,2.05,7.51,0.61,7.77,7.24,0.17,1
7.34,36.43,2.52,7.59,0.57,7.94,7.02,0.18,0
6.76,36.66,5.22,7.49,0.55,9.05,7.27,0.19,1
6.39,36.81,2.68,7.53,0.56,9.39,7.1,0.17,0
7.31,36.44,6.7,7.64,0.63,8.78,7.16,0.18,0
7.31,36.45,2.26,7.43,0.6,8.68,7.43,0.17,0
6.31,36.85,3.9,7.39,0.52,9.03,7.23,0.18,0
6.77,36.66,2.89,7.5,0.55,7.5,7.29,0.17,0
7.19,36.49,4.83,7.51,0.56,8.89,7.25,0.18,0
7.17,36.5,0.9,7.5,0.58,8.02,7.38,0.17,0
7.15,36.51,1.16,7.37,0.61,8.72,7.05,0.17,0
7.17,36.5,5.37,7.44,0.61,8.62,6.99,0.18,0
6.68,36.7,0.46,7.49,0.59,7.52,7.49,0.17,1
6.62,36.72,3.07,7.4,0.56,8.52,7.35,0.18,0
7.39,36.41,1.65,7.49,0.54,8.6,7.16,0.17,0
6.83,36.64,0.87,7.5,0.59,7.38,7.33,0.17,0
6.79,36.65,0.49,7.42,0.53,9.61,7.31,0.17,0
6.35,36.83,3.1,7.6,0.58,7.26,6.94,0.18,0
6.91,36.6,2.11,7.52,0.57,9.33,7.36,0.18,0
7.14,36.51,3.2,7.56,0.61,9.74,7.3,0.17,0
6.66,36.71,3.28,7.55,0.54,9.09,6.94,0.18,0
7.34,36.43,2.58,7.56,0.57,9.16,6.96,0.17,0
6.86,36.63,0.7,7.59,0.55,8.68,7.05,0.17,0
7.09,36.53,2.92,7.48,0.57,7.97,7.27,0.18,0
7.17,36.5,1.26,7.41,0.58,7.98,7.02,0.17,0
6.85,36.63,4.03,7.48,0.58,9.07,7.29,0.18,0
6.84,36.63,2.75,7.6,0.63,6.98,7.18,0.18,0
7.12,36.52,0.32,7.35,0.57,8.79,7.42,0.17,0
6.75,36.67,1.77,7.51,0.6,8.97,7.25,0.17,0
6.81,36.64,1.86,7.4,0.52,8.39,6.78,0.18,0
7.11,36.53,5.24,7.67,0.57,9.32,7.26,0.18,0
6.52,36.76,3.31,7.57,0.58,7.4,7.13,0.18,0
7.15,36.51,2,7.42,0.58,9.15,7.56,0.18,1
6.58,36.74,1.58,7.46,0.57,7.42,7.02,0.17,0
6.5,36.77,3.12,7.55,0.57,8.66,7.06,0.18,0
6.86,36.62,1.43,7.68,0.64,8.83,7.24,0.17,0
6.75,36.67,3.99,7.55,0.6,7.51,7.17,0.17,0
7.42,36.4,3.11,7.54,0.61,9.16,7.1,0.17,0
6.58,36.74,3.62,7.52,0.52,7.04,6.82,0.18,0
7.22,36.48,0.95,7.45,0.59,7.98,6.71,0.17,0
7.52,36.36,1.14,7.48,0.62,7.83,7.19,0.17,0
6.92,36.6,3.99,7.6,0.61,8.2,7.19,0.18,0
6.62,36.72,3.97,7.46,0.57,9.43,7.04,0.18,0
7.16,36.51,3.52,7.51,0.55,8.96,7.08,0.18,0
6.93,36.6,0.09,7.42,0.56,8.86,7.41,0.17,0
7.1,36.53,1.12,7.53,0.52,8.42,7.55,0.18,1
7.22,36.48,3.47,7.44,0.55,7.16,7.12,0.18,0
7.33,36.44,3.03,7.47,0.62,7.86,7.44,0.17,0
6.45,36.79,3.81,7.62,0.62,8.54,7.33,0.18,0
6.97,36.58,0.92,7.48,0.61,7.3,7.24,0.16,0
6.68,36.7,5.78,7.44,0.53,10.02,7.08,0.18,0
7.17,36.5,2.17,7.51,0.57,9.24,7.26,0.17,0
6.77,36.66,0.82,7.43,0.59,8.76,7.1,0.17,0
7.28,36.46,1.81,7.55,0.55,8.56,6.9,0.17,0
6.51,36.77,3.24,7.43,0.53,7.74,7.35,0.18,0
7.38,36.42,1.09,7.44,0.57,8.47,7.2,0.17,0
7.56,36.35,3.43,7.48,0.58,8.99,7.39,0.18,0
7,36.57,0.68,7.49,0.58,7.87,7.16,0.18,0
6.24,36.87,2.69,7.47,0.59,9.28,7.42,0.18,0
7.48,36.38,2.04,7.42,0.55,8.34,7.06,0.17,0
7.01,36.56,4.12,7.43,0.51,8.66,7.22,0.17,0
7.16,36.5,3.77,7.5,0.54,6.29,6.85,0.18,0
6.87,36.62,1.56,7.58,0.58,8.43,7.02,0.18,0
7.29,36.45,4.19,7.45,0.55,8.13,7.41,0.18,0
7.07,36.54,2.4,7.38,0.56,9.44,7.31,0.17,0
6.38,36.82,4.27,7.53,0.57,8.24,6.86,0.18,0
7.06,36.54,1.71,7.42,0.58,9.02,7.29,0.18,0
6.73,36.68,2.23,7.47,0.6,7.87,7.03,0.17,0
6.88,36.62,3.34,7.4,0.59,7.97,7.23,0.18,0
6.13,36.92,1.81,7.44,0.56,8.62,7.17,0.18,1
7.37,36.42,0.15,7.42,0.59,8.68,7.44,0.18,0
6.66,36.71,2.9,7.38,0.51,8.83,7.21,0.17,0
7.07,36.54,2.18,7.52,0.58,8.7,7,0.16,0
7.26,36.46,1.86,7.31,0.63,8.22,7.2,0.17,0
7.01,36.57,1.57,7.56,0.6,7.96,7.41,0.17,0
6.86,36.62,2.52,7.49,0.57,8.24,7.29,0.18,0
7.07,36.54,3.8,7.5,0.53,9.88,7.36,0.18,0
7.12,36.52,3.34,7.54,0.58,8.29,6.85,0.18,0
7.05,36.55,3.56,7.54,0.6,8.07,7.13,0.17,0
6.72,36.68,4.11,7.48,0.56,9.07,7.37,0.18,0
7.46,36.39,2.99,7.52,0.59,7.64,7.21,0.18,0
6.55,36.75,1.89,7.47,0.58,9.35,7.2,0.17,0
7.39,36.41,1.4,7.45,0.53,7.51,6.96,0.16,0
7.1,36.53,0.43,7.54,0.55,7.98,7.31,0.17,0
7.05,36.55,2.39,7.52,0.61,7.42,7.16,0.17,0
6.81,36.64,1.31,7.48,0.58,8.4,7.09,0.17,0
7.34,36.43,3.86,7.54,0.59,7.86,7.19,0.18,0
6.24,36.87,2.83,7.5,0.5,7.72,6.8,0.18,0
6.56,36.75,3.34,7.53,0.6,9.05,6.93,0.18,0
7.39,36.41,0.97,7.39,0.59,8.78,7.46,0.16,1
6.76,36.66,4.07,7.53,0.62,9.38,7.53,0.18,1
6.77,36.66,4.03,7.51,0.59,8.34,7.18,0.18,0
6.01,36.96,3.12,7.56,0.54,10,7.33,0.18,1
6.69,36.69,2.95,7.56,0.56,7.4,7.01,0.18,0
6.53,36.76,0.2,7.44,0.55,7.5,7.29,0.17,0
6.9,36.61,3,7.46,0.61,8.3,7.05,0.17,0
7.12,36.52,5.57,7.45,0.58,7.57,6.82,0.18,0
7.13,36.52,2.5,7.46,0.6,8.7,7.21,0.18,0
6.81,36.65,2.06,7.47,0.56,8.34,7.3,0.17,0
7.01,36.57,4.93,7.38,0.57,8.92,7.17,0.18,0
7.19,36.49,0.19,7.57,0.55,9.06,7.11,0.17,0
6.79,36.65,3.48,7.57,0.59,8.41,7,0.18,0
6.68,36.7,1.51,7.54,0.56,6.21,7.07,0.17,0
7.03,36.56,3.44,7.66,0.58,9.01,7.11,0.17,0
7.38,36.42,3.71,7.54,0.55,8.25,7.26,0.18,0
6.13,36.92,0.17,7.38,0.54,9.09,7.1,0.17,1
6.91,36.6,4.95,7.45,0.54,8.66,7.28,0.18,0
7.27,36.46,2.38,7.44,0.55,7.81,7.12,0.17,0
6.74,36.67,0.08,7.28,0.58,8.52,7.46,0.17,1
7.01,36.56,3.72,7.35,0.57,8.4,6.85,0.18,0
6.97,36.58,2.58,7.4,0.57,9.44,7.4,0.18,0
7.12,36.52,1.94,7.42,0.6,8.58,7.13,0.17,0
6.31,36.85,2.71,7.49,0.55,8.5,7.11,0.18,0
6.68,36.7,1.79,7.47,0.56,7.21,7.29,0.18,0
6.58,36.74,2.79,7.59,0.56,6.88,7.04,0.17,0
7.1,36.53,3.98,7.41,0.57,8.95,7.19,0.18,0
7.04,36.55,4.16,7.65,0.58,7.55,6.78,0.17,0
7.43,36.4,0.33,7.6,0.54,8.42,7.19,0.17,0
7.53,36.36,0.09,7.42,0.6,7.18,7.24,0.17,0
6.72,36.68,0.96,7.57,0.58,8.05,7.27,0.17,0
7.02,36.56,0.15,7.48,0.62,7.91,7.53,0.17,1
7.38,36.42,3.37,7.55,0.61,9.15,7.31,0.17,0
6.44,36.79,2.03,7.48,0.56,8.48,6.99,0.18,0
6.54,36.75,4.02,7.51,0.6,8.72,7.39,0.18,0
6.86,36.62,0.88,7.45,0.61,8.79,7.32,0.17,0
6.89,36.61,2.54,7.63,0.58,8.89,7.27,0.18,0
6.59,36.73,0.18,7.53,0.59,9.05,6.83,0.17,0
6.78,36.66,3.43,7.52,0.58,8.92,7.2,0.17,0
6.74,36.67,3.25,7.62,0.57,8.54,7.26,0.18,0
7.15,36.51,0.08,7.49,0.54,7.84,7.22,0.17,0
6.66,36.71,2.02,7.53,0.55,8.42,7.06,0.17,0
7.12,36.52,3.77,7.46,0.55,9.24,6.79,0.18,0
6.68,36.7,3.3,7.48,0.61,8.38,7.33,0.18,0
7.02,36.56,1.73,7.53,0.6,8.44,7.63,0.17,1
7.16,36.5,2.92,7.67,0.61,8.48,7.18,0.17,0
6.85,36.63,4.49,7.48,0.56,8.44,6.89,0.18,0
6.69,36.69,3.25,7.4,0.55,8.98,7.08,0.18,0
7.24,36.47,2.42,7.56,0.57,7.81,7.21,0.18,0
7.54,36.35,2.18,7.44,0.57,8.34,7.08,0.18,0
6.93,36.59,2.62,7.43,0.6,9.06,7.21,0.18,0
6.99,36.57,2.61,7.51,0.61,9.59,7.41,0.17,0
6.54,36.75,3.95,7.39,0.54,8.46,7.2,0.18,0
6.6,36.73,6.4,7.45,0.54,8.39,6.88,0.18,0
7.15,36.51,2.42,7.47,0.58,9.6,7.32,0.17,0
6.47,36.78,5.31,7.48,0.56,7.3,7.09,0.19,1
7.12,36.52,0.39,7.64,0.55,8.02,7.24,0.16,0
6.67,36.7,2.63,7.5,0.58,9.23,7.52,0.18,1
6.85,36.63,4.1,7.52,0.54,8.38,7.6,0.18,1
7.56,36.35,0.38,7.43,0.57,8.17,7.31,0.17,0
6.86,36.63,2.52,7.36,0.6,8.75,7.38,0.17,0
6.51,36.77,1.01,7.58,0.57,7.39,7.27,0.17,0
6.81,36.64,5.54,7.49,0.59,9.8,7.13,0.19,1
6.51,36.76,3.01,7.55,0.55,8.17,6.93,0.18,0
6.98,36.58,3.78,7.48,0.55,8.54,7.29,0.18,0
7.09,36.53,2.35,7.49,0.58,7.9,7.17,0.17,0
6.59,36.73,2.39,7.43,0.5,8.85,7.5,0.18,1
6.63,36.72,2.91,7.64,0.58,9.11,7.08,0.17,0
6.87,36.62,2.06,7.45,0.55,8.33,7.17,0.18,0
6.88,36.61,1.31,7.56,0.59,7.78,7.17,0.17,0
6.74,36.67,4.95,7.49,0.5,8.48,6.94,0.18,0
6.81,36.65,4.73,7.52,0.54,8.73,7.37,0.17,0
6.67,36.7,2.37,7.56,0.58,8.32,7.42,0.18,0
7.1,36.53,1.3,7.52,0.63,8.42,7,0.17,0
6.99,36.57,4.42,7.46,0.56,7.91,7.09,0.18,0
6.82,36.64,0.31,7.52,0.56,8.53,7.16,0.17,0
7.53,36.36,0.11,7.36,0.58,9.15,7.21,0.17,0
6.84,36.63,3.06,7.52,0.59,7.36,7.2,0.18,0
7.01,36.56,3.1,7.52,0.56,7.29,7.31,0.18,0
7.19,36.49,0.45,7.44,0.6,7.62,7.46,0.18,1
6.89,36.61,1.39,7.48,0.63,7.76,7.18,0.18,0
7.03,36.56,0.02,7.33,0.59,7.69,7.41,0.17,0
6.9,36.61,4.6,7.52,0.59,7.17,7.12,0.18,0
6.38,36.82,0.24,7.57,0.58,9.8,7.39,0.17,0
7.09,36.53,3.02,7.45,0.57,9.14,7.24,0.17,0
7.1,36.53,1.66,7.57,0.59,8.55,7.18,0.17,0
6.91,36.6,1.79,7.5,0.55,8.48,7.24,0.17,0
6.72,36.68,4.28,7.48,0.55,8.37,7.37,0.18,0
7.41,36.4,0.48,7.55,0.59,7.99,7.45,0.17,1
7.26,36.46,4.18,7.48,0.58,7.43,7.09,0.18,0
5.81,37.05,3.42,7.48,0.57,8.65,7.3,0.18,1
6.83,36.64,5.67,7.52,0.58,8.42,7.17,0.18,0
6.75,36.67,2.88,7.57,0.56,8.45,6.74,0.18,0
7.06,36.54,2.56,7.55,0.55,7.78,6.87,0.18,0
6.95,36.59,2.43,7.53,0.59,9.38,7.58,0.18,1
6.03,36.96,3.15,7.33,0.54,7.92,7.2,0.18,1
6.82,36.64,3.97,7.49,0.56,8.66,7.16,0.18,0
7.39,36.41,0.26,7.5,0.54,8.68,7.12,0.16,0
7.12,36.52,1.46,7.54,0.55,8.9,7.51,0.17,1
6.62,36.72,3.95,7.48,0.62,8.19,7.41,0.18,0
7.15,36.51,0.49,7.46,0.6,8.51,7.3,0.17,0
6.79,36.65,0.22,7.43,0.59,8.68,7.4,0.17,0
7.14,36.51,1.38,7.41,0.62,10.31,7.65,0.17,1
6.77,36.66,3.08,7.54,0.53,7.84,7.05,0.17,0
7.33,36.44,2.02,7.47,0.55,8.9,7.23,0.17,0
7.12,36.52,2.89,7.5,0.53,8.34,7.16,0.18,0
7,36.57,1.01,7.44,0.54,7.92,6.67,0.18,0
6.56,36.74,5.33,7.65,0.56,9.04,7.13,0.18,0
6.49,36.77,4.26,7.6,0.56,8.56,7.25,0.18,0
7.15,36.51,3.35,7.51,0.61,8.86,7.41,0.18,0
7.05,36.55,1.97,7.48,0.57,9.25,7.51,0.17,1
7.62,36.32,0.95,7.49,0.53,9.52,7.4,0.17,0
7.13,36.52,3.32,7.51,0.62,7.47,7.35,0.18,0
6.93,36.59,2.32,7.52,0.55,9.18,7.13,0.18,0
6.69,36.69,2.14,7.59,0.58,8.45,7.55,0.17,1
7.38,36.42,1.53,7.57,0.56,8.36,7.23,0.16,0
6.02,36.96,3.68,7.5,0.59,9.11,7.3,0.18,1
7.12,36.52,1.66,7.65,0.61,6.74,7,0.17,0
6.95,36.59,1.37,7.52,0.55,8.35,7,0.16,0
6.69,36.69,1.74,7.51,0.54,9.1,7.46,0.18,1
7.17,36.5,0.41,7.47,0.58,8.45,7.01,0.17,0
6.53,36.76,1.93,7.51,0.58,7.54,7.16,0.17,0
6.55,36.75,3.83,7.48,0.56,8.56,7.3,0.18,0
6.53,36.76,3.03,7.51,0.59,7.83,7.09,0.19,1
6.96,36.59,1.91,7.56,0.6,8.63,7.05,0.18,0
6.73,36.68,5.55,7.56,0.57,7.75,7.15,0.18,0
6.88,36.61,2.3,7.54,0.56,8.88,7.13,0.18,0
6.37,36.82,2.13,7.56,0.57,7.97,7.48,0.18,1
6.82,36.64,3.57,7.54,0.57,9.04,7.51,0.18,1
6.48,36.78,0.47,7.52,0.61,8.7,7.51,0.17,1
6.94,36.59,2.1,7.4,0.58,8.5,7.19,0.17,0
7.19,36.49,1.37,7.62,0.57,7.06,7.13,0.17,0
6.87,36.62,2.08,7.5,0.59,9.02,7.07,0.17,0
7.19,36.49,3.01,7.57,0.54,7.49,7.19,0.17,0
6.86,36.62,2.67,7.47,0.61,8.38,7.29,0.18,0
6.47,36.78,4.91,7.45,0.53,7.33,6.96,0.19,1
7.17,36.5,0.73,7.51,0.53,8.27,7.11,0.17,0
7.14,36.51,3.16,7.37,0.55,8.71,7.33,0.17,0
7.05,36.55,2.3,7.48,0.63,8.96,7.18,0.17,0
6.34,36.83,4.38,7.44,0.55,9.18,7.03,0.18,0
6.69,36.69,2.5,7.46,0.55,8.4,7.38,0.17,0
7.18,36.5,1.66,7.49,0.59,7.29,7.19,0.17,0
6.93,36.59,3.83,7.5,0.56,6.17,7.38,0.17,0
7.49,36.37,2.56,7.53,0.53,7.94,6.74,0.16,0
7.27,36.46,2.32,7.49,0.58,8.74,7.39,0.18,0
6.65,36.71,3.64,7.46,0.53,9.55,7.47,0.18,1
7.4,36.41,2.01,7.49,0.56,8.91,7.16,0.17,0
7.1,36.53,5.27,7.63,0.6,9.32,6.91,0.18,0
6.89,36.61,3.42,7.52,0.55,9.14,6.94,0.18,0
6.81,36.64,1.17,7.51,0.56,7.51,7.31,0.17,0
7.58,36.34,2.31,7.39,0.54,9.24,6.99,0.18,0
6.61,36.72,3.93,7.48,0.54,6.19,6.95,0.18,0
7,36.57,2.79,7.47,0.59,9.12,7.02,0.17,0
7.32,36.44,0.43,7.44,0.56,8.37,7.19,0.17,0
7.64,36.31,5.49,7.5,0.55,8.91,7.22,0.18,0
7.45,36.39,2.08,7.46,0.55,8.58,7.12,0.17,0
6.95,36.59,0,7.46,0.6,8.75,6.97,0.16,0
6.77,36.66,0.75,7.57,0.51,8.8,7.39,0.17,0
6.82,36.64,2.23,7.42,0.6,7.87,7.44,0.17,0
7,36.57,3.31,7.46,0.5,9.17,7.16,0.17,0
6.33,36.84,2.16,7.63,0.55,8.99,7.29,0.18,0
6.49,36.77,3.74,7.52,0.54,7.71,7.29,0.18,0
7.36,36.42,1.08,7.48,0.58,8.08,7.32,0.17,0
7.21,36.48,2.15,7.47,0.57,9.27,7.08,0.18,0
6.43,36.8,1.38,7.5,0.58,7.18,7.18,0.18,0
6.46,36.78,3.24,7.64,0.59,8.13,7.04,0.17,0
7.18,36.5,3.27,7.51,0.61,9.14,6.91,0.18,0
6.5,36.77,3.8,7.54,0.59,7.19,7.06,0.18,0
6.93,36.59,1.02,7.52,0.53,7.76,7.01,0.17,0
7.13,36.52,0.83,7.49,0.53,8.91,7.06,0.17,0
6.57,36.74,3.51,7.37,0.61,7.78,7.14,0.18,0
6.37,36.82,2.75,7.51,0.55,7.46,7.41,0.18,0
6.42,36.8,1.13,7.51,0.55,9.56,7.68,0.17,1
7.8,36.25,2.98,7.44,0.56,8.6,7.36,0.18,0
7.1,36.53,0.78,7.38,0.52,8.19,7.5,0.18,1
6.64,36.71,3.52,7.48,0.57,8.07,7.3,0.18,0
6.98,36.58,1.75,7.61,0.62,7.42,7.08,0.17,0
7.29,36.45,4.35,7.64,0.59,8.65,7.11,0.18,0
7.51,36.37,2.92,7.55,0.6,8.42,6.93,0.18,0
6.95,36.59,1.22,7.42,0.56,7.75,6.92,0.17,0
7.27,36.46,4.92,7.45,0.53,7.92,6.99,0.18,0
6.78,36.66,4.02,7.5,0.51,8.65,7.04,0.18,0
6.85,36.63,1.04,7.51,0.57,8.83,7.34,0.17,0
7.19,36.49,1.73,7.44,0.54,8.06,7.08,0.17,0
6.73,36.68,2.26,7.39,0.54,9.38,7.08,0.18,0
6.66,36.71,0.01,7.55,0.56,8.31,7.24,0.17,0
6.59,36.73,0.97,7.55,0.57,7.87,7.01,0.17,0
6.18,36.9,4.07,7.49,0.54,8.15,7.21,0.18,0
6.65,36.71,0.62,7.53,0.58,8.78,7.41,0.17,0
6.95,36.59,3.63,7.5,0.58,7.98,7.01,0.18,0
6.26,36.86,1.88,7.55,0.57,8.96,7.1,0.17,0
6.8,36.65,3.55,7.51,0.6,7.52,7.21,0.18,0
6.83,36.63,1.9,7.58,0.59,8.25,7.3,0.17,0
6.69,36.69,1.94,7.47,0.58,7.75,7.25,0.18,0
7.03,36.56,4.25,7.58,0.55,8.69,7.07,0.18,0
7.03,36.56,3.08,7.55,0.58,7.24,7.18,0.18,0
7.18,36.5,0.88,7.54,0.56,8.18,7.02,0.16,0
6.67,36.7,3.9,7.51,0.61,8.6,7.12,0.18,0
7,36.57,1.78,7.53,0.58,9.41,7.29,0.17,0
6.74,36.67,2.06,7.44,0.58,8.96,7.36,0.17,0
6.7,36.69,2.88,7.32,0.57,7.99,7.35,0.17,0
6.51,36.77,4.11,7.49,0.54,8.73,7.23,0.19,1
6.34,36.83,5.96,7.51,0.57,8.96,6.89,0.18,0
7.09,36.53,1.84,7.44,0.57,8.14,7.57,0.17,1
7.19,36.49,2.76,7.61,0.57,9.44,7.23,0.18,0
6.9,36.61,2.23,7.48,0.6,9.13,7.25,0.18,0
6.51,36.77,1.09,7.6,0.56,8.61,7.13,0.18,0
7.26,36.46,2.11,7.57,0.53,8.47,7.34,0.17,0
7.35,36.43,2.16,7.41,0.57,8.05,7.39,0.17,0
7.52,36.36,5.68,7.58,0.55,8.18,7.42,0.17,0
6.86,36.62,2.06,7.53,0.58,9.29,7.39,0.18,0
6.28,36.86,4.67,7.65,0.54,9.45,7.33,0.18,0
6.89,36.61,1.68,7.3,0.59,8.82,7.64,0.18,1
7.15,36.51,2.48,7.52,0.58,7.44,7.04,0.17,0
7.48,36.38,3.37,7.58,0.59,8.83,7.35,0.18,0
6.57,36.74,2.49,7.5,0.52,8.73,7.47,0.18,1
6.69,36.69,4.74,7.49,0.56,7.72,7.14,0.18,0
7.42,36.4,2.46,7.44,0.61,8.8,7.4,0.18,0
7.34,36.43,2.42,7.39,0.61,8.83,7.01,0.18,0
6.54,36.75,1.35,7.4,0.56,8.3,7.5,0.18,1
6.39,36.81,2.83,7.5,0.55,8.36,7.04,0.18,0
6.56,36.75,2.06,7.39,0.55,7.29,7.19,0.18,0
